team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2021,SEA,2021021058,SEA,LAK,AWAY,20220328,Team Level,5on4,1,1,1,120,3.898,0.065,0.422,1.263,0.132,2.151,0.967,0.064,0.065,0.064,5,0,1,6,0,1,0,2,0,0,2,5,5,0,0,3,0,0,0,5,0,0,0.065,0,0,0,0,0,6,5,5,0,0.109,0.021,0.021,0.153,0.153,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021021073,SEA,VGK,HOME,20220330,Team Level,other,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0.919,0.018,0.007,0.004,0.029,0.023,0.919,0.919,0.919,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.919,0,0,1,1,1,1,0,0.004,0,0,0.923,0.923,0.923
SEA,2021,SEA,2021021073,SEA,VGK,HOME,20220330,Team Level,all,0.2761,0.4231,0.375,3600,20.646,1.827,1.541,4.823,0.702,12.28,8.827,1.791,1.731,1.696,22,8,14,44,0,1,0,6,0,13,10,22,30,4,11,21,26,8,10,22,6,2,0.554,0.717,0.556,0,0,0,41.183,30,28.225,3,0.32,0.01,0.01,2.138,2.023,1.984,36.993,4.79,2.635,7.91,1.203,18.906,14.556,4.605,5.1,4.897,30,20,10,60,3,3,1,6,0,16,22,27,47,2,7,23,15,7,7,31,14,5,0.91,1.793,2.088,0,1,2,64.221,50,53.678,4,0.573,0.541,0.541,4.822,5.123,4.976
SEA,2021,SEA,2021021073,SEA,VGK,HOME,20220330,Team Level,5on5,0.3336,0.4396,0.3944,2978,19.593,1.789,1.449,4.545,0.631,11.648,7.937,1.753,1.693,1.658,21,7,12,40,0,1,0,6,0,12,9,21,28,4,11,18,24,6,10,20,6,2,0.516,0.717,0.556,0,0,0,37.183,28,26.225,3,0.3,0.01,0.01,2.079,1.965,1.926,32.037,3.573,2.28,7.061,1.057,16.586,12.442,3.388,3.883,3.68,25,18,8,51,2,3,1,5,0,15,18,23,41,2,7,19,15,5,6,26,14,3,0.869,1.793,0.912,0,1,1,55.221,43,46.678,3,0.482,0.541,0.541,3.515,3.817,3.669
SEA,2021,SEA,2021021073,SEA,VGK,HOME,20220330,Team Level,4on5,0.4746,0.25,0.2,360,0.754,0.028,0.023,0.135,0.021,0.227,0.566,0.028,0.028,0.028,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2,1,2,0,1,0,0,0.028,0,0,0,0,0,2,1,1,0,0.005,0,0,0.033,0.033,0.033,2.354,0.031,0.231,0.651,0.105,1.886,1.096,0.031,0.031,0.031,2,2,2,6,0,0,0,1,0,1,2,2,4,0,0,2,0,0,1,4,0,0,0.031,0,0,0,0,0,6,4,4,1,0.06,0,0,0.091,0.091,0.091
SEA,2021,SEA,2021021073,SEA,VGK,HOME,20220330,Team Level,5on4,0.0361,0.5,0.3333,120,0.3,0.01,0.068,0.143,0.05,0.405,0.324,0.01,0.01,0.01,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.01,0,0,0,0,0,2,1,1,0,0.016,0,0,0.026,0.026,0.026,1.656,0.267,0.106,0.191,0.037,0.404,0.995,0.267,0.267,0.267,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,1,0,1,0,1,0,1,0.01,0,0.257,0,0,0,2,2,2,0,0.026,0,0,0.293,0.293,0.293
SEA,2021,SEA,2021021089,SEA,VGK,HOME,20220401,Team Level,other,0.0354,0.6,0.3333,65,0.685,0.043,0.063,0.143,0.038,0.566,0.148,0.043,0.043,0.043,1,0,2,3,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.043,0,0,0,0,0,3,1,1,0,0.016,0,0,0.059,0.059,0.059,1.27,1.173,0.055,0.026,0.026,0.412,0.309,1.158,1.173,1.158,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1.173,0,0,2,2,2,2,0,0.012,0,0,1.185,1.185,1.17
SEA,2021,SEA,2021021089,SEA,VGK,HOME,20220401,Team Level,all,0.4076,0.633,0.56,3600,29.589,2.416,2.04,6.407,0.998,17.514,12.625,2.354,2.266,2.205,28,14,27,69,2,1,0,6,0,14,19,26,40,3,12,29,31,6,9,32,8,2,0.948,0.998,0.469,1,1,0,62.546,42,38.354,4,0.445,0.249,0.249,2.612,2.431,2.409,24.723,3.512,1.766,4.801,0.698,12.646,9.577,3.487,3.786,3.76,26,7,7,40,5,1,0,5,0,9,13,21,28,4,14,26,9,11,8,18,11,4,0.469,1.355,1.688,0,2,3,45.377,33,36.786,3,0.373,0.195,0.195,3.689,3.973,3.946
SEA,2021,SEA,2021021089,SEA,VGK,HOME,20220401,Team Level,5on5,0.4187,0.6211,0.5522,3295,25.48,1.676,1.622,5.673,0.852,15.846,11.331,1.663,1.526,1.514,23,14,22,59,2,0,0,5,0,12,18,21,35,3,12,25,29,5,8,30,7,0,0.873,0.803,0,1,1,0,52.546,37,33.354,4,0.332,0,0,2.009,1.828,1.813,22.67,2.327,1.606,4.652,0.65,11.885,8.88,2.317,2.601,2.59,23,7,6,36,3,1,0,5,0,9,12,20,27,4,14,23,9,10,7,17,11,2,0.457,1.355,0.515,0,2,1,41.377,30,33.786,2,0.336,0.195,0.195,2.468,2.752,2.74
SEA,2021,SEA,2021021089,SEA,VGK,HOME,20220401,Team Level,4on5,0.7273,0.3333,0.5,120,0.684,0.032,0.025,0.11,0.02,0.23,0.583,0.032,0.032,0.032,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0.032,0,0,0,0,0,1,1,1,0,0.006,0,0,0.038,0.038,0.038,0.782,0.012,0.105,0.123,0.023,0.349,0.388,0.012,0.012,0.012,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.012,0,0,0,0,0,2,1,1,0,0.025,0,0,0.036,0.036,0.036
SEA,2021,SEA,2021021089,SEA,VGK,HOME,20220401,Team Level,5on4,1,1,1,120,2.74,0.664,0.33,0.481,0.088,0.873,0.563,0.616,0.664,0.616,3,0,3,6,0,1,0,0,0,2,0,3,3,0,0,2,1,0,1,0,1,2,0,0.195,0.469,0,0,0,6,3,3,0,0.092,0.249,0.249,0.507,0.507,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEA,2021,SEA,2021021108,SEA,DAL,HOME,20220403,Team Level,other,0.7362,0.1667,0.25,171,0.519,0.48,0.031,0.015,0.019,0.231,0.224,0.466,0.48,0.466,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.48,0,0,1,1,1,1,0,0.011,0,0,0.49,0.49,0.476,1.92,0.172,0.123,0.405,0.075,1.263,0.962,0.172,0.172,0.172,1,2,2,5,1,0,0,0,0,1,1,0,2,0,0,3,1,0,0,2,1,0,0.059,0.113,0,1,0,0,5,3,3,0,0.036,0,0,0.208,0.208,0.208
SEA,2021,SEA,2021021108,SEA,DAL,HOME,20220403,Team Level,all,0.5486,0.4545,0.4773,3600,29.591,3.303,2.159,6.499,1.039,15.524,13.476,3.207,3.304,3.208,29,13,8,50,4,3,0,5,0,16,14,25,38,3,6,26,22,8,8,27,11,4,0.736,1.311,1.257,2,1,1,51.36,42,43.316,5,0.46,0.338,0.338,3.425,3.426,3.386,31.209,2.718,2.224,7.1,1.121,18.597,14.241,2.629,2.715,2.626,30,16,14,60,1,3,0,9,2,12,19,29,45,1,2,37,24,0,3,33,11,2,1.079,1.174,0.464,1,0,0,58.399,46,44.507,3,0.47,0.511,0.511,2.676,2.672,2.592
SEA,2021,SEA,2021021108,SEA,DAL,HOME,20220403,Team Level,5on5,0.4465,0.4479,0.4487,3147,24.254,2.053,1.806,5.818,0.889,14.031,10.402,2.035,2.054,2.036,22,13,8,43,2,2,0,5,0,15,11,20,33,3,6,21,19,7,8,25,9,1,0.641,1.145,0.267,1,1,0,44.36,35,36.316,5,0.376,0.056,0.056,2.374,2.375,2.354,29.289,2.545,2.101,6.694,1.046,17.334,13.279,2.456,2.542,2.454,29,14,10,53,0,3,0,9,2,11,18,29,43,0,0,31,23,0,3,31,10,2,1.02,1.061,0.464,0,0,0,51.399,43,41.507,3,0.434,0.511,0.511,2.468,2.464,2.384
SEA,2021,SEA,2021021108,SEA,DAL,HOME,20220403,Team Level,4on5,1,0.75,1,261,4.818,0.77,0.322,0.665,0.131,1.261,2.85,0.706,0.77,0.706,6,0,0,6,1,1,0,0,0,1,3,5,5,0,0,4,2,1,0,2,2,2,0.094,0.165,0.51,1,0,0,6,6,6,0,0.074,0.283,0.283,0.561,0.561,0.556,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021021108,SEA,DAL,HOME,20220403,Team Level,5on4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021021124,SEA,STL,AWAY,20220406,Team Level,other,0.1763,0.8,0.75,75,1.96,0.204,0.163,0.374,0.059,1.575,0.625,0.198,0.204,0.198,0,3,1,4,0,0,0,0,0,2,1,0,3,0,0,1,0,0,1,3,0,0,0.204,0,0,0,0,0,4,3,3,0,0.056,0,0,0.26,0.26,0.253,0.873,0.953,0.011,0.004,0.003,0.015,0.015,0.953,0.953,0.953,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.953,0,0,1,1,1,1,0,0.003,0,0,0.956,0.956,0.956
SEA,2021,SEA,2021021124,SEA,STL,AWAY,20220406,Team Level,all,0.403,0.5357,0.5161,3600,34.574,2.996,2.362,7.046,1.038,19.292,15.267,2.923,3.007,2.933,29,19,12,60,1,2,0,0,0,20,25,28,47,5,12,24,19,19,5,33,14,1,1.09,1.618,0.288,0,1,0,58.205,48,46.687,1,0.515,0.405,0.405,3.106,3.103,3.057,32.179,4.439,2.528,6.438,1.036,18.612,11.948,4.284,4.434,4.277,36,9,7,52,4,2,0,7,2,14,16,32,41,1,2,22,24,11,10,28,13,4,1.087,1.604,1.748,1,2,1,53.232,45,46.025,6,0.555,0.575,0.575,4.419,4.404,4.355
SEA,2021,SEA,2021021124,SEA,STL,AWAY,20220406,Team Level,5on5,0.5027,0.5714,0.5556,2741,28.874,2.455,1.974,6.089,0.874,16.356,12.252,2.404,2.466,2.414,26,14,8,48,1,2,0,0,0,17,20,25,39,5,12,17,15,15,4,27,12,1,0.806,1.361,0.288,0,1,0,46.205,40,38.687,1,0.407,0.405,0.405,2.457,2.454,2.433,22.288,2.429,1.738,4.901,0.79,12.972,9.17,2.307,2.424,2.3,24,8,4,36,2,2,0,5,1,9,13,22,30,1,2,13,22,9,9,23,6,3,0.812,0.822,0.795,1,1,0,37.232,32,33.025,6,0.36,0.575,0.575,2.214,2.2,2.192
SEA,2021,SEA,2021021124,SEA,STL,AWAY,20220406,Team Level,4on5,0.2379,0.2105,0.25,664,3.005,0.33,0.173,0.394,0.083,0.922,2.097,0.314,0.33,0.314,3,1,0,4,0,0,0,0,0,1,3,3,4,0,0,6,4,4,0,2,2,0,0.073,0.257,0,0,0,0,4,4,4,0,0.04,0,0,0.37,0.37,0.353,9.018,1.057,0.78,1.533,0.243,5.625,2.763,1.024,1.057,1.024,11,1,3,15,1,0,0,2,1,5,3,10,11,0,0,7,2,1,1,5,7,0,0.276,0.781,0,0,1,0,15,12,12,0,0.192,0,0,1.249,1.249,1.208
SEA,2021,SEA,2021021124,SEA,STL,AWAY,20220406,Team Level,5on4,1,1,1,120,0.735,0.006,0.051,0.188,0.022,0.44,0.292,0.006,0.006,0.006,0,1,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.006,0,0,0,0,0,4,1,1,0,0.012,0,0,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021021132,SEA,CHI,AWAY,20220407,Team Level,other,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2.475,0.216,0.257,0.5,0.106,2.07,0.852,0.2,0.216,0.2,2,2,3,7,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0,4,0,0,0.216,0,0,0,0,0,7,4,4,0,0.065,0,0,0.281,0.281,0.259
SEA,2021,SEA,2021021132,SEA,CHI,AWAY,20220407,Team Level,all,0.5172,0.4667,0.4615,3600,26.056,2.106,1.709,6.158,0.854,14.272,10.902,2.005,2.247,2.142,31,5,13,49,2,3,0,9,0,12,10,29,34,3,8,18,28,11,12,29,5,2,0.904,0.689,0.512,2,0,0,52.046,36,38.162,11,0.355,0.481,0.481,1.98,2.123,2.03,28.025,1.966,2.033,5.698,0.954,18.614,12.734,1.946,1.866,1.846,29,13,14,56,0,0,0,2,1,13,26,29,42,1,2,23,22,5,11,37,5,0,1.419,0.547,0,0,0,0,53.26,42,39.847,8,0.436,0,0,2.402,2.282,2.255
SEA,2021,SEA,2021021132,SEA,CHI,AWAY,20220407,Team Level,5on5,0.5879,0.5402,0.5303,3054,25.312,2.053,1.675,6.053,0.834,14.048,10.336,1.953,2.195,2.09,30,5,12,47,2,3,0,9,0,11,10,28,33,2,4,13,26,10,7,28,5,2,0.852,0.689,0.512,2,0,0,50.046,35,37.162,6,0.348,0.481,0.481,1.92,2.063,1.97,21.029,1.439,1.388,4.303,0.697,13.219,9.953,1.438,1.339,1.338,22,9,9,40,0,0,0,1,0,6,24,22,31,1,2,19,21,5,11,27,4,0,0.98,0.459,0,0,0,0,37.26,31,28.847,8,0.282,0,0,1.721,1.601,1.601
SEA,2021,SEA,2021021132,SEA,CHI,AWAY,20220407,Team Level,4on5,0.1529,0.1111,0.1429,222,0.745,0.052,0.033,0.105,0.02,0.224,0.565,0.052,0.052,0.052,1,0,0,1,0,0,0,0,0,1,0,1,1,1,4,3,1,0,0,1,0,0,0.052,0,0,0,0,0,1,1,1,0,0.007,0,0,0.06,0.06,0.06,3.81,0.288,0.352,0.835,0.136,3.05,1.338,0.285,0.288,0.285,4,2,2,8,0,0,0,1,1,3,1,4,6,0,0,3,1,0,0,5,1,0,0.2,0.088,0,0,0,0,8,6,6,0,0.081,0,0,0.369,0.369,0.365
SEA,2021,SEA,2021021132,SEA,CHI,AWAY,20220407,Team Level,5on4,0,0.5,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.71,0.023,0.035,0.061,0.015,0.275,0.592,0.023,0.023,0.023,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.023,0,0,0,0,0,1,1,1,0,0.007,0,0,0.03,0.03,0.03
SEA,2021,SEA,2021021154,SEA,CGY,HOME,20220409,Team Level,other,0.0916,0.4286,0.3333,203,1.409,0.18,0.091,0.343,0.06,0.85,0.476,0.172,0.18,0.172,2,0,1,3,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,1,1,0,0.078,0.103,0,0,0,0,3,2,2,0,0.03,0,0,0.21,0.21,0.201,2.683,1.786,0.185,0.168,0.083,1.063,0.716,1.765,1.786,1.765,2,2,0,4,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,4,0,0,1.786,0,0,2,4,4,4,0,0.053,0,0,1.839,1.839,1.817
SEA,2021,SEA,2021021154,SEA,CGY,HOME,20220409,Team Level,all,0.3322,0.5047,0.4557,3600,24.737,2.23,1.806,6.082,1.009,15.071,9.803,2.157,2.137,2.066,28,8,18,54,1,2,0,6,2,12,13,27,35,4,8,28,17,6,7,25,9,2,0.856,0.844,0.529,0,1,0,51.669,36,34.555,3,0.415,0.318,0.318,2.327,2.249,2.187,31.434,4.482,2.346,6.645,1.022,16.696,11.809,4.339,4.662,4.51,29,14,10,53,4,4,0,8,2,12,13,25,39,4,8,26,26,4,8,30,6,7,0.699,0.792,2.99,0,1,3,56.756,43,45.674,2,0.526,0.821,0.821,4.186,4.316,4.258
SEA,2021,SEA,2021021154,SEA,CGY,HOME,20220409,Team Level,5on5,0.3885,0.4933,0.434,2551,15.92,1.272,1.052,4.141,0.701,9.234,6.601,1.245,1.179,1.155,17,6,14,37,1,2,0,3,2,8,7,16,22,4,8,20,13,5,3,18,4,1,0.608,0.373,0.29,0,1,0,34.669,23,21.555,2,0.215,0.318,0.318,1.168,1.091,1.085,22.141,2.002,1.52,4.978,0.754,11.962,8.783,1.903,2.183,2.074,21,9,8,38,1,3,0,6,1,8,11,20,29,3,6,14,24,4,5,22,6,2,0.621,0.792,0.589,0,1,0,41.756,30,32.674,2,0.313,0.783,0.821,1.494,1.623,1.612
SEA,2021,SEA,2021021154,SEA,CGY,HOME,20220409,Team Level,4on5,0.0142,0.1538,0.1,480,0.723,0.01,0.024,0.104,0.02,0.23,0.611,0.01,0.01,0.01,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,1,0,0,0.01,0,0,0,0,0,2,1,1,1,0.007,0,0,0.017,0.017,0.017,6.611,0.693,0.641,1.499,0.185,3.672,2.31,0.671,0.693,0.671,6,3,2,11,1,1,0,2,1,4,0,5,8,0,0,7,1,0,3,8,0,1,0.078,0,0.615,0,0,1,11,9,9,0,0.16,0.038,0,0.854,0.854,0.83
SEA,2021,SEA,2021021154,SEA,CGY,HOME,20220409,Team Level,5on4,1,1,1,366,6.686,0.768,0.638,1.494,0.227,4.757,2.115,0.73,0.768,0.73,8,2,2,12,0,0,0,3,0,4,3,8,10,0,0,5,1,0,3,5,4,1,0.161,0.368,0.239,0,0,0,12,10,10,0,0.163,0,0,0.931,0.931,0.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2021,SEA,2021021174,SEA,CGY,AWAY,20220412,Team Level,other,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725,0.862,0.24,0.336,0.106,1.484,0.972,0.81,0.862,0.81,3,1,0,4,2,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,3,1,0,0.407,0.454,0,1,1,4,4,4,0,0.083,0,0,0.945,0.945,0.882
SEA,2021,SEA,2021021174,SEA,CGY,AWAY,20220412,Team Level,all,0.4305,0.4141,0.4658,3600,25.259,2.379,1.677,5.354,0.772,13.091,10.726,2.369,2.53,2.52,22,12,7,41,3,0,0,5,1,5,20,19,31,5,10,25,11,6,2,23,9,2,0.876,1.061,0.442,2,0,1,43.313,34,35.733,1,0.355,0,0,2.735,2.906,2.893,28.596,3.147,2.391,6.351,0.959,15.656,10.497,2.989,3.078,2.922,31,8,19,58,5,2,0,6,1,11,14,26,34,2,4,34,27,6,15,25,12,2,0.74,1.668,0.738,1,2,2,56.387,39,38.209,5,0.557,0.217,0.217,3.487,3.417,3.237
SEA,2021,SEA,2021021174,SEA,CGY,AWAY,20220412,Team Level,5on5,0.6118,0.5,0.5769,2980,22.186,2.044,1.444,4.841,0.694,11.696,9.28,2.034,2.195,2.185,18,12,6,36,3,0,0,5,1,5,16,15,27,3,6,20,10,5,1,20,9,1,0.782,1.061,0.201,2,0,1,38.313,30,31.733,0,0.299,0,0,2.344,2.515,2.502,16.159,1.297,1.174,4.309,0.59,8.736,5.895,1.273,1.228,1.205,17,5,14,36,2,2,0,6,1,2,9,15,20,2,4,30,27,5,14,16,5,1,0.436,0.577,0.284,0,1,1,34.387,22,21.209,5,0.245,0.217,0.217,1.325,1.254,1.236
SEA,2021,SEA,2021021174,SEA,CGY,AWAY,20220412,Team Level,4on5,0.2448,0.1111,0.1538,344,1.694,0.315,0.107,0.21,0.035,0.397,0.935,0.315,0.315,0.315,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2,1,1,1,1,0,1,0.073,0,0.242,0,0,0,2,2,2,1,0.025,0,0,0.34,0.34,0.34,8.25,0.972,0.932,1.5,0.224,4.945,2.428,0.89,0.972,0.89,9,2,5,16,1,0,0,0,0,7,3,8,10,0,0,2,0,1,1,7,4,0,0.287,0.684,0,1,0,0,16,11,11,0,0.219,0,0,1.19,1.19,1.092
SEA,2021,SEA,2021021174,SEA,CGY,AWAY,20220412,Team Level,5on4,0.5405,0.6,0.5,158,1.379,0.02,0.127,0.303,0.043,0.997,0.51,0.02,0.02,0.02,2,0,1,3,0,0,0,0,0,0,2,2,2,1,2,2,0,0,0,2,0,0,0.02,0,0,0,0,0,3,2,2,0,0.031,0,0,0.051,0.051,0.051,1.461,0.017,0.045,0.205,0.04,0.492,1.202,0.017,0.017,0.017,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0.017,0,0,0,0,0,2,2,2,0,0.01,0,0,0.026,0.026,0.026
SEA,2021,SEA,2021021209,SEA,NJD,HOME,20220416,Team Level,other,0.967,0.75,0.6667,18,1.551,0.44,0.206,0.362,0.084,0.64,0.267,0.392,0.44,0.392,2,0,1,3,0,0,0,0,0,2,0,2,2,0,0,3,1,0,1,0,1,1,0,0.195,0.245,0,0,0,3,2,2,0,0.061,0,0,0.501,0.501,0.447,0.721,0.015,0.025,0.191,0.021,0.311,0.437,0.015,0.015,0.015,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,0,0,0.015,0,0,0,0,0,1,1,1,0,0.007,0,0,0.022,0.022,0.022
SEA,2021,SEA,2021021209,SEA,NJD,HOME,20220416,Team Level,all,0.5364,0.4696,0.4819,3900,28.475,2.677,1.899,7.13,1.047,16.149,11.097,2.463,2.591,2.377,26,14,14,54,3,1,1,12,0,5,19,23,37,3,6,32,27,8,5,33,3,4,0.948,0.493,1.237,2,0,1,51.997,40,38.484,1,0.422,0.513,0.513,2.587,2.484,2.403,30.687,2.314,2.141,7.296,1.021,17.762,12.466,2.239,2.461,2.379,26,17,18,61,3,4,0,8,0,9,19,23,40,3,6,26,16,3,6,33,8,2,0.703,0.978,0.633,2,1,0,64.033,43,44.824,2,0.479,0.704,0.704,2.088,2.216,2.195
SEA,2021,SEA,2021021209,SEA,NJD,HOME,20220416,Team Level,5on5,0.3749,0.4737,0.4925,3287,22.966,1.326,1.383,5.933,0.731,13.69,9.937,1.321,1.24,1.235,19,14,12,45,2,0,0,9,0,3,19,17,31,3,6,22,22,8,4,30,2,1,0.799,0.297,0.23,2,0,0,42.997,33,31.484,1,0.278,0,0,1.604,1.501,1.495,24.016,2.211,1.585,5.758,0.788,13.52,10.137,2.138,2.358,2.279,20,14,16,50,3,3,0,4,0,6,18,17,31,2,4,17,13,2,5,24,8,2,0.6,0.978,0.633,2,1,0,53.033,34,35.824,2,0.327,0.668,0.668,1.87,1.997,1.979
SEA,2021,SEA,2021021209,SEA,NJD,HOME,20220416,Team Level,4on5,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0.088,0.531,1.347,0.212,3.93,1.892,0.086,0.088,0.086,5,3,2,10,0,1,0,4,0,3,0,5,8,0,0,5,1,0,0,8,0,0,0.088,0,0,0,0,0,10,8,8,0,0.145,0.036,0.036,0.197,0.197,0.193
SEA,2021,SEA,2021021209,SEA,NJD,HOME,20220416,Team Level,5on4,1,1,1,235,3.958,0.911,0.311,0.835,0.232,1.819,0.892,0.749,0.911,0.749,5,0,1,6,1,1,1,3,0,0,0,4,4,0,0,3,0,0,0,3,0,2,0.149,0,0.762,0,0,1,6,5,5,0,0.083,0.513,0.513,0.481,0.481,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
