"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"56","Joey Daccord","SEA","G","57","3295.25","3067","3495","46.74","2283","2513","47.60","1481","1600","48.07","164","151","52.06","148.56","167.01","47.08","1327","1585","45.57","537","660","44.86","66","77","46.15","790","925","46.06","59","45","56.73","1904","2154","46.92","34","29","53.97","11.07","90.56","1.016","15","200","4","0","78.95","1027","942","1137","47.46"
"4","James Reimer","BUF","G","22","1242.8333333333","1123","1289","46.56","819","936","46.67","535","597","47.26","66","60","52.38","57.68","63.69","47.52","504","616","45.00","207","262","44.14","27","36","42.86","297","354","45.62","24","13","64.86","677","810","45.53","12","11","52.17","12.34","89.95","1.023","4","75","0","0","100.00","366","376","451","44.80"
"62","Filip Gustavsson","MIN","G","58","3423.5833333333","3135","3606","46.51","2281","2580","46.92","1526","1693","47.41","144","146","49.66","152.43","155.41","49.52","1417","1591","47.11","593","602","49.62","60","63","48.78","824","989","45.45","44","57","43.56","1867","2300","44.80","28","26","51.85","9.44","91.38","1.008","19","201","2","0","90.48","983","927","1126","46.61"
"50","Sam Montembeault","MTL","G","62","3533.9833333333","3206","3693","46.47","2284","2584","46.92","1499","1679","47.17","174","166","51.18","173.5","191.52","47.53","1534","1772","46.40","598","759","44.07","64","86","42.67","936","1013","48.02","61","49","55.45","1876","2106","47.11","42","31","57.53","11.61","90.11","1.017","20","205","4","0","83.33","1036","1035","1146","47.48"
"73","Alexandar Georgiev","S.J","G","31","1730.9166666667","1612","1885","46.10","1132","1335","45.89","744","896","45.37","77","112","40.74","75.11","96.31","43.81","765","921","45.37","303","353","46.19","33","43","43.42","462","568","44.85","28","38","42.42","927","1102","45.69","13","31","29.55","10.35","87.50","0.978","7","101","2","0","77.78","505","492","579","46.59"
"102","Aleksei Kolosov","PHI","G","17","901.91666666667","789","934","45.79","584","631","48.07","399","406","49.57","49","54","47.57","41.64","41.78","49.92","366","440","45.41","160","174","47.90","25","31","44.64","206","266","43.64","11","13","45.83","485","534","47.60","11","10","52.38","12.28","86.70","0.990","5","60","2","0","71.43","272","274","278","49.45"
"98","Jakub Dobes","MTL","G","16","874.78333333333","803","957","45.63","575","673","46.07","362","440","45.14","36","40","47.37","41.84","46.85","47.18","374","465","44.58","153","181","45.81","16","20","44.44","221","284","43.76","12","15","44.44","489","546","47.25","8","5","61.54","9.94","90.91","1.009","5","55","0","0","100.00","250","244","296","45.79"
"75","Lukas Dostal","ANA","G","54","3057.65","2855","3424","45.47","2071","2498","45.33","1353","1625","45.43","130","158","45.14","142.54","170.27","45.57","1307","1660","44.05","507","682","42.64","61","86","41.50","800","978","44.99","35","45","43.75","1646","2090","44.06","27","27","50.00","9.61","90.28","0.999","17","185","1","0","94.44","950","814","1126","45.76"
"48","Mackenzie Blackwood","S.J","G","19","1058.55","1013","1217","45.43","711","868","45.03","488","584","45.52","39","53","42.39","48.69","58.64","45.37","454","576","44.08","192","219","46.72","17","21","44.74","262","357","42.33","14","26","35.00","600","732","45.05","8","6","57.14","7.99","90.92","0.989","5","70","0","0","100.00","336","299","364","48.00"
"93","Yaroslav Askarov","S.J","G","13","716.8","627","755","45.37","465","546","45.99","304","357","45.99","29","37","43.94","26.66","39.16","40.51","282","388","42.09","85","159","34.84","8","18","30.77","197","229","46.24","14","13","51.85","389","414","48.44","7","5","58.33","9.54","89.64","0.992","0","46","1","0","0.00","235","215","229","50.65"
"67","Cayden Primeau","MTL","G","11","523.7","458","557","45.12","314","392","44.48","194","250","43.69","30","41","42.25","21.95","30.31","42.00","231","292","44.17","79","117","40.31","15","17","46.88","152","175","46.48","12","15","44.44","259","305","45.92","3","9","25.00","15.46","83.60","0.991","4","32","0","0","100.00","153","172","183","45.54"
"26","Anthony Stolarz","TOR","G","34","1986.9","1751","2133","45.08","1281","1501","46.05","870","955","47.67","105","71","59.66","95.85","100.02","48.93","896","982","47.71","355","377","48.50","52","34","60.47","541","605","47.21","37","24","60.66","993","1282","43.65","14","13","51.85","12.07","92.57","1.046","9","119","1","0","90.00","549","551","685","44.49"
"3","James Reimer","ANA","G","2","120","110","135","44.90","75","106","41.44","49","66","42.61","3","9","25.00","5.02","7.82","39.08","42","73","36.52","20","32","38.46","1","6","14.29","22","41","34.92","1","3","25.00","72","79","47.68","1","0","100.00","6.12","86.36","0.925","0","6","0","0","-","36","28","42","46.15"
"17","Petr Mrazek","CHI","G","33","1839.5333333333","1498","1938","43.60","1076","1384","43.74","741","964","43.46","82","106","43.62","71.72","94.55","43.14","694","942","42.42","272","388","41.21","38","58","39.58","422","554","43.24","29","34","46.03","904","1189","43.19","14","14","50.00","11.07","89.00","1.001","11","109","0","0","100.00","510","538","647","44.08"
"83","Spencer Knight","CHI","G","15","904.41666666667","701","908","43.57","513","689","42.68","350","452","43.64","40","48","45.45","35.78","46.93","43.26","333","483","40.81","142","203","41.16","20","12","62.50","191","280","40.55","13","21","38.24","407","534","43.25","7","15","31.82","11.43","89.38","1.008","4","57","0","0","100.00","247","251","298","45.32"
"38","Vitek Vanecek","S.J","G","18","972.98333333333","841","1100","43.33","609","792","43.47","409","533","43.42","37","63","37.00","42.67","53.38","44.43","383","528","42.04","152","217","41.19","11","30","26.83","231","311","42.62","13","24","35.14","518","652","44.27","12","9","57.14","9.05","88.18","0.972","6","60","0","0","100.00","299","289","345","46.43"
"103","Arvid Soderblom","CHI","G","36","2096.5","1664","2186","43.22","1220","1636","42.72","840","1087","43.59","91","111","45.05","84.19","110.26","43.30","751","1088","40.84","317","464","40.59","40","66","37.74","434","624","41.02","31","23","57.41","991","1288","43.48","17","22","43.59","10.83","89.79","1.006","9","125","1","0","90.00","553","574","659","45.63"
"43","Ville Husso","ANA","G","4","200.95","192","254","43.05","134","197","40.48","82","134","37.96","8","10","44.44","8.34","13.61","38.01","78","121","39.20","28","52","35.00","2","6","25.00","50","69","42.02","3","3","50.00","109","164","39.93","3","1","75.00","9.76","92.54","1.023","0","12","0","0","-","54","45","88","38.03"
"111","Georgi Romanov","S.J","G","8","416.93333333333","327","468","41.13","248","332","42.76","173","219","44.13","10","27","27.03","14.09","21.67","39.40","145","215","40.28","52","85","37.96","5","12","29.41","93","130","41.70","3","10","23.08","211","311","40.42","2","5","28.57","5.78","87.67","0.935","2","25","1","0","66.67","121","108","166","42.16"
"106","Clay Stevenson","WSH","G","1","60","44","74","37.29","33","51","39.29","20","38","34.48","2","5","28.57","2.23","3.06","42.14","18","37","32.73","10","13","43.48","1","2","33.33","8","24","25.00","0","3","0.00","33","42","44.00","1","0","100.00","10.00","86.84","0.968","0","3","0","0","-","17","17","24","41.46"
"110","Yaniv Perets","CAR","G","1","8.2","5","10","33.33","2","9","18.18","1","7","12.50","0","1","0.00","0.09","0.81","10.14","3","7","30.00","0","4","0.00","0","0","-","3","3","50.00","0","1","0.00","0","5","0.00","0","0","-","0.00","85.71","0.857","0","1","0","0","-","0","5","4","0.00"
